team_1,team_2,winner,margin,ground,ground_url,match_date,scorecard,scorecard_url
Zimbabwe,New Zealand,Zimbabwe,3 wickets,Harare,http://stats.espncricinfo.com/ci/content/ground/59545.html,1997-10-04,ODI # 1237,http://stats.espncricinfo.com/ci/engine/match/64565.html
Zimbabwe,New Zealand,New Zealand,83 runs,Harare,http://stats.espncricinfo.com/ci/content/ground/59545.html,1997-10-05,ODI # 1238,http://stats.espncricinfo.com/ci/engine/match/64566.html
Kenya,Bangladesh,Kenya,150 runs,Nairobi (Gym),http://stats.espncricinfo.com/ci/content/ground/58661.html,1997-10-10,ODI # 1239,http://stats.espncricinfo.com/ci/engine/match/66116.html
Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),http://stats.espncricinfo.com/ci/content/ground/58661.html,1997-10-11,ODI # 1240,http://stats.espncricinfo.com/ci/engine/match/66117.html
Kenya,Zimbabwe,Zimbabwe,6 wickets,Nairobi (Gym),http://stats.espncricinfo.com/ci/content/ground/58661.html,1997-10-12,ODI # 1241,http://stats.espncricinfo.com/ci/engine/match/66118.html
Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),http://stats.espncricinfo.com/ci/content/ground/58655.html,1997-10-14,ODI # 1242,http://stats.espncricinfo.com/ci/engine/match/66119.html
Kenya,Bangladesh,Kenya,8 wickets,Nairobi (Aga),http://stats.espncricinfo.com/ci/content/ground/58655.html,1997-10-15,ODI # 1243,http://stats.espncricinfo.com/ci/engine/match/66120.html
Kenya,Zimbabwe,Zimbabwe,7 wickets,Nairobi (Aga),http://stats.espncricinfo.com/ci/content/ground/58655.html,1997-10-16,ODI # 1244,http://stats.espncricinfo.com/ci/engine/match/66121.html
Kenya,Zimbabwe,Zimbabwe,83 runs,Nairobi (Gym),http://stats.espncricinfo.com/ci/content/ground/58661.html,1997-10-18,ODI # 1245,http://stats.espncricinfo.com/ci/engine/match/66122.html
Kenya,Zimbabwe,Zimbabwe,82 runs,Nairobi (Gym),http://stats.espncricinfo.com/ci/content/ground/58661.html,1997-10-19,ODI # 1246,http://stats.espncricinfo.com/ci/engine/match/66123.html
Sri Lanka,West Indies,Sri Lanka,7 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-01,ODI # 1247,http://stats.espncricinfo.com/ci/engine/match/66124.html
Pakistan,South Africa,South Africa,9 runs,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-02,ODI # 1248,http://stats.espncricinfo.com/ci/engine/match/66125.html
South Africa,West Indies,South Africa,5 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-03,ODI # 1249,http://stats.espncricinfo.com/ci/engine/match/66126.html
Pakistan,West Indies,Pakistan,8 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-04,ODI # 1250,http://stats.espncricinfo.com/ci/engine/match/66127.html
Pakistan,Sri Lanka,Sri Lanka,8 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-05,ODI # 1251,http://stats.espncricinfo.com/ci/engine/match/66128.html
South Africa,Sri Lanka,South Africa,66 runs,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-06,ODI # 1252,http://stats.espncricinfo.com/ci/engine/match/66129.html
South Africa,Sri Lanka,South Africa,4 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1997-11-08,ODI # 1253,http://stats.espncricinfo.com/ci/engine/match/66130.html
Australia,South Africa,South Africa,67 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1997-12-04,ODI # 1254,http://stats.espncricinfo.com/ci/engine/match/65555.html
New Zealand,South Africa,New Zealand,47 runs,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1997-12-06,ODI # 1255,http://stats.espncricinfo.com/ci/engine/match/65556.html
Australia,New Zealand,Australia,3 wickets,Adelaide,http://stats.espncricinfo.com/ci/content/ground/56293.html,1997-12-07,ODI # 1256,http://stats.espncricinfo.com/ci/engine/match/65557.html
Australia,South Africa,South Africa,45 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1997-12-09,ODI # 1257,http://stats.espncricinfo.com/ci/engine/match/65558.html
New Zealand,South Africa,South Africa,1 run,Hobart,http://stats.espncricinfo.com/ci/content/ground/56407.html,1997-12-11,ODI # 1258,http://stats.espncricinfo.com/ci/engine/match/65559.html
England,India,England,7 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-11,ODI # 1259,http://stats.espncricinfo.com/ci/engine/match/65873.html
Pakistan,West Indies,West Indies,43 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-12,ODI # 1260,http://stats.espncricinfo.com/ci/engine/match/65874.html
England,West Indies,England,4 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-13,ODI # 1261,http://stats.espncricinfo.com/ci/engine/match/65875.html
India,Pakistan,Pakistan,4 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-14,ODI # 1262,http://stats.espncricinfo.com/ci/engine/match/65876.html
England,Pakistan,England,8 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-15,ODI # 1263,http://stats.espncricinfo.com/ci/engine/match/65877.html
India,West Indies,West Indies,41 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-16,ODI # 1264,http://stats.espncricinfo.com/ci/engine/match/65878.html
Australia,New Zealand,Australia,6 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1997-12-17,ODI # 1265,http://stats.espncricinfo.com/ci/engine/match/65560.html
England,West Indies,England,3 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1997-12-19,ODI # 1266,http://stats.espncricinfo.com/ci/engine/match/65879.html
India,Sri Lanka,India,7 wickets,Guwahati,http://stats.espncricinfo.com/ci/content/ground/58114.html,1997-12-22,ODI # 1267,http://stats.espncricinfo.com/ci/engine/match/64567.html
India,Sri Lanka,Sri Lanka,5 wickets,Margao,http://stats.espncricinfo.com/ci/content/ground/58301.html,1997-12-28,ODI # 1269,http://stats.espncricinfo.com/ci/engine/match/64569.html
New Zealand,South Africa,South Africa,2 runs,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1998-01-09,ODI # 1270,http://stats.espncricinfo.com/ci/engine/match/65561.html
Bangladesh,India,India,4 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-10,ODI # 1271,http://stats.espncricinfo.com/ci/engine/match/66131.html
India,Pakistan,India,18 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-11,ODI # 1273,http://stats.espncricinfo.com/ci/engine/match/66132.html
Australia,South Africa,South Africa,5 wickets,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1998-01-11,ODI # 1272,http://stats.espncricinfo.com/ci/engine/match/65562.html
Bangladesh,Pakistan,Pakistan,9 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-12,ODI # 1274,http://stats.espncricinfo.com/ci/engine/match/66133.html
India,Pakistan,India,8 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-14,ODI # 1276,http://stats.espncricinfo.com/ci/engine/match/66134.html
Australia,New Zealand,Australia,131 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1998-01-14,ODI # 1275,http://stats.espncricinfo.com/ci/engine/match/65563.html
India,Pakistan,Pakistan,6 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-16,ODI # 1277,http://stats.espncricinfo.com/ci/engine/match/66135.html
New Zealand,South Africa,South Africa,67 runs,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1998-01-16,ODI # 1278,http://stats.espncricinfo.com/ci/engine/match/65564.html
India,Pakistan,India,3 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-01-18,ODI # 1279,http://stats.espncricinfo.com/ci/engine/match/66136.html
Australia,South Africa,South Africa,7 wickets,Perth,http://stats.espncricinfo.com/ci/content/ground/56490.html,1998-01-18,ODI # 1280,http://stats.espncricinfo.com/ci/engine/match/65565.html
Australia,New Zealand,New Zealand,4 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1998-01-21,ODI # 1281,http://stats.espncricinfo.com/ci/engine/match/65566.html
Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,1998-01-22,ODI # 1282,http://stats.espncricinfo.com/ci/engine/match/64570.html
Australia,South Africa,South Africa,6 runs,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1998-01-23,ODI # 1283,http://stats.espncricinfo.com/ci/engine/match/65567.html
Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,1998-01-24,ODI # 1284,http://stats.espncricinfo.com/ci/engine/match/64571.html
Australia,South Africa,Australia,7 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1998-01-26,ODI # 1285,http://stats.espncricinfo.com/ci/engine/match/65568.html
Sri Lanka,Zimbabwe,Sri Lanka,4 wickets,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,1998-01-26,ODI # 1286,http://stats.espncricinfo.com/ci/engine/match/64572.html
Australia,South Africa,Australia,14 runs,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1998-01-27,ODI # 1287,http://stats.espncricinfo.com/ci/engine/match/65569.html
New Zealand,Zimbabwe,New Zealand,40 runs,Hamilton,http://stats.espncricinfo.com/ci/content/ground/58831.html,1998-02-04,ODI # 1288,http://stats.espncricinfo.com/ci/engine/match/64573.html
New Zealand,Zimbabwe,New Zealand,8 wickets,Wellington,http://stats.espncricinfo.com/ci/content/ground/58895.html,1998-02-06,ODI # 1289,http://stats.espncricinfo.com/ci/engine/match/64574.html
New Zealand,Australia,Australia,7 wickets,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1998-02-08,ODI # 1290,http://stats.espncricinfo.com/ci/engine/match/64575.html
New Zealand,Australia,Australia,66 runs,Wellington,http://stats.espncricinfo.com/ci/content/ground/58895.html,1998-02-10,ODI # 1291,http://stats.espncricinfo.com/ci/engine/match/64576.html
New Zealand,Australia,New Zealand,7 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,1998-02-12,ODI # 1292,http://stats.espncricinfo.com/ci/engine/match/64577.html
New Zealand,Australia,New Zealand,30 runs,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1998-02-14,ODI # 1293,http://stats.espncricinfo.com/ci/engine/match/64578.html
New Zealand,Zimbabwe,Zimbabwe,1 run,Christchurch,http://stats.espncricinfo.com/ci/content/ground/58812.html,1998-03-04,ODI # 1294,http://stats.espncricinfo.com/ci/engine/match/64579.html
New Zealand,Zimbabwe,New Zealand,9 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,1998-03-06,ODI # 1295,http://stats.espncricinfo.com/ci/engine/match/64580.html
New Zealand,Zimbabwe,New Zealand,2 runs,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1998-03-08,ODI # 1296,http://stats.espncricinfo.com/ci/engine/match/64581.html
Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,http://stats.espncricinfo.com/ci/content/ground/59545.html,1998-03-28,ODI # 1297,http://stats.espncricinfo.com/ci/engine/match/64582.html
Zimbabwe,Pakistan,Pakistan,4 wickets,Harare,http://stats.espncricinfo.com/ci/content/ground/59545.html,1998-03-29,ODI # 1298,http://stats.espncricinfo.com/ci/engine/match/64583.html
West Indies,England,England,16 runs,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,1998-03-29,ODI # 1299,http://stats.espncricinfo.com/ci/engine/match/64584.html
India,Australia,India,41 runs,Kochi,http://stats.espncricinfo.com/ci/content/ground/58230.html,1998-04-01,ODI # 1300,http://stats.espncricinfo.com/ci/engine/match/66137.html
West Indies,England,West Indies,1 wicket,Bridgetown,http://stats.espncricinfo.com/ci/content/ground/59429.html,1998-04-01,ODI # 1301,http://stats.espncricinfo.com/ci/engine/match/64585.html
Australia,Zimbabwe,Australia,13 runs,Ahmedabad,http://stats.espncricinfo.com/ci/content/ground/57851.html,1998-04-03,ODI # 1302,http://stats.espncricinfo.com/ci/engine/match/66138.html
South Africa,Pakistan,South Africa,52 runs,Durban,http://stats.espncricinfo.com/ci/content/ground/59089.html,1998-04-03,ODI # 1303,http://stats.espncricinfo.com/ci/engine/match/66079.html
West Indies,England,West Indies,5 wickets,Kingstown,http://stats.espncricinfo.com/ci/content/ground/59463.html,1998-04-04,ODI # 1304,http://stats.espncricinfo.com/ci/engine/match/64586.html
India,Zimbabwe,India,13 runs,Vadodara,http://stats.espncricinfo.com/ci/content/ground/58516.html,1998-04-05,ODI # 1305,http://stats.espncricinfo.com/ci/engine/match/66139.html
South Africa,Sri Lanka,South Africa,57 runs,Johannesburg,http://stats.espncricinfo.com/ci/content/ground/59120.html,1998-04-05,ODI # 1306,http://stats.espncricinfo.com/ci/engine/match/66080.html
West Indies,England,West Indies,4 wickets,Kingstown,http://stats.espncricinfo.com/ci/content/ground/59463.html,1998-04-05,ODI # 1307,http://stats.espncricinfo.com/ci/engine/match/64587.html
India,Australia,India,6 wickets,Kanpur,http://stats.espncricinfo.com/ci/content/ground/58204.html,1998-04-07,ODI # 1308,http://stats.espncricinfo.com/ci/engine/match/66140.html
Pakistan,Sri Lanka,Pakistan,4 wickets,Kimberley,http://stats.espncricinfo.com/ci/content/ground/59135.html,1998-04-07,ODI # 1309,http://stats.espncricinfo.com/ci/engine/match/66081.html
West Indies,England,West Indies,57 runs,Port of Spain,http://stats.espncricinfo.com/ci/content/ground/59475.html,1998-04-08,ODI # 1310,http://stats.espncricinfo.com/ci/engine/match/64588.html
India,Zimbabwe,India,32 runs,Cuttack,http://stats.espncricinfo.com/ci/content/ground/58027.html,1998-04-09,ODI # 1311,http://stats.espncricinfo.com/ci/engine/match/66141.html
Pakistan,Sri Lanka,Pakistan,110 runs,Paarl,http://stats.espncricinfo.com/ci/content/ground/59147.html,1998-04-09,ODI # 1312,http://stats.espncricinfo.com/ci/engine/match/66082.html
Australia,Zimbabwe,Australia,16 runs,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,1998-04-11,ODI # 1313,http://stats.espncricinfo.com/ci/engine/match/66142.html
South Africa,Pakistan,South Africa,3 wickets,East London,http://stats.espncricinfo.com/ci/content/ground/59098.html,1998-04-11,ODI # 1314,http://stats.espncricinfo.com/ci/engine/match/66083.html
South Africa,Sri Lanka,Sri Lanka,6 wickets,Port Elizabeth,http://stats.espncricinfo.com/ci/content/ground/59159.html,1998-04-13,ODI # 1315,http://stats.espncricinfo.com/ci/engine/match/66084.html
India,Australia,Australia,4 wickets,Delhi,http://stats.espncricinfo.com/ci/content/ground/58040.html,1998-04-14,ODI # 1316,http://stats.espncricinfo.com/ci/engine/match/66143.html
Pakistan,Sri Lanka,Sri Lanka,115 runs,Benoni,http://stats.espncricinfo.com/ci/content/ground/59039.html,1998-04-15,ODI # 1317,http://stats.espncricinfo.com/ci/engine/match/66085.html
South Africa,Pakistan,South Africa,7 wickets,Centurion,http://stats.espncricinfo.com/ci/content/ground/59079.html,1998-04-17,ODI # 1318,http://stats.espncricinfo.com/ci/engine/match/66086.html
India,New Zealand,India,15 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-17,ODI # 1319,http://stats.espncricinfo.com/ci/engine/match/65768.html
Australia,New Zealand,Australia,6 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-18,ODI # 1320,http://stats.espncricinfo.com/ci/engine/match/65769.html
South Africa,Sri Lanka,South Africa,5 wickets,Bloemfontein,http://stats.espncricinfo.com/ci/content/ground/59042.html,1998-04-19,ODI # 1321,http://stats.espncricinfo.com/ci/engine/match/66087.html
Australia,India,Australia,58 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-19,ODI # 1322,http://stats.espncricinfo.com/ci/engine/match/65770.html
India,New Zealand,New Zealand,4 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-20,ODI # 1323,http://stats.espncricinfo.com/ci/engine/match/65771.html
Australia,New Zealand,Australia,5 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-21,ODI # 1324,http://stats.espncricinfo.com/ci/engine/match/65772.html
Australia,India,Australia,26 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-22,ODI # 1325,http://stats.espncricinfo.com/ci/engine/match/65773.html
South Africa,Pakistan,South Africa,9 wickets,Cape Town,http://stats.espncricinfo.com/ci/content/ground/59068.html,1998-04-23,ODI # 1326,http://stats.espncricinfo.com/ci/engine/match/66088.html
Australia,India,India,6 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-04-24,ODI # 1327,http://stats.espncricinfo.com/ci/engine/match/65774.html
India,Bangladesh,India,5 wickets,Mohali,http://stats.espncricinfo.com/ci/content/ground/57991.html,1998-05-14,ODI # 1328,http://stats.espncricinfo.com/ci/engine/match/66144.html
Bangladesh,Kenya,Bangladesh,6 wickets,Hyderabad (Deccan),http://stats.espncricinfo.com/ci/content/ground/58136.html,1998-05-17,ODI # 1329,http://stats.espncricinfo.com/ci/engine/match/66145.html
India,Kenya,India,4 wickets,Bengaluru,http://stats.espncricinfo.com/ci/content/ground/57897.html,1998-05-20,ODI # 1330,http://stats.espncricinfo.com/ci/engine/match/66146.html
England,South Africa,South Africa,3 wickets,The Oval,http://stats.espncricinfo.com/ci/content/ground/57127.html,1998-05-21,ODI # 1331,http://stats.espncricinfo.com/ci/engine/match/65026.html
Bangladesh,Kenya,Kenya,28 runs,Chennai,http://stats.espncricinfo.com/ci/content/ground/58008.html,1998-05-23,ODI # 1333,http://stats.espncricinfo.com/ci/engine/match/66147.html
England,South Africa,South Africa,32 runs,Manchester,http://stats.espncricinfo.com/ci/content/ground/57160.html,1998-05-23,ODI # 1332,http://stats.espncricinfo.com/ci/engine/match/65027.html
England,South Africa,England,7 wickets,Leeds,http://stats.espncricinfo.com/ci/content/ground/57092.html,1998-05-24,ODI # 1334,http://stats.espncricinfo.com/ci/engine/match/65028.html
India,Bangladesh,India,5 wickets,Mumbai,http://stats.espncricinfo.com/ci/content/ground/58324.html,1998-05-25,ODI # 1335,http://stats.espncricinfo.com/ci/engine/match/66148.html
India,Kenya,Kenya,69 runs,Gwalior,http://stats.espncricinfo.com/ci/content/ground/58119.html,1998-05-28,ODI # 1336,http://stats.espncricinfo.com/ci/engine/match/66149.html
India,Kenya,India,9 wickets,Kolkata,http://stats.espncricinfo.com/ci/content/ground/57980.html,1998-05-31,ODI # 1337,http://stats.espncricinfo.com/ci/engine/match/66150.html
Sri Lanka,India,India,8 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,1998-06-19,ODI # 1338,http://stats.espncricinfo.com/ci/engine/match/66151.html
Sri Lanka,New Zealand,Sri Lanka,7 wickets,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,1998-06-21,ODI # 1339,http://stats.espncricinfo.com/ci/engine/match/66152.html
Sri Lanka,India,Sri Lanka,8 runs,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,1998-07-01,ODI # 1341,http://stats.espncricinfo.com/ci/engine/match/66154.html
Sri Lanka,New Zealand,Sri Lanka,87 runs,Colombo (SSC),http://stats.espncricinfo.com/ci/content/ground/59308.html,1998-07-05,ODI # 1343,http://stats.espncricinfo.com/ci/engine/match/66156.html
Sri Lanka,India,India,6 runs,Colombo (RPS),http://stats.espncricinfo.com/ci/content/ground/59306.html,1998-07-07,ODI # 1344,http://stats.espncricinfo.com/ci/engine/match/66157.html
South Africa,Sri Lanka,Sri Lanka,57 runs,Nottingham,http://stats.espncricinfo.com/ci/content/ground/57219.html,1998-08-14,ODI # 1345,http://stats.espncricinfo.com/ci/engine/match/66158.html
England,Sri Lanka,England,36 runs,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1998-08-16,ODI # 1346,http://stats.espncricinfo.com/ci/engine/match/66159.html
England,South Africa,South Africa,14 runs,Birmingham,http://stats.espncricinfo.com/ci/content/ground/56788.html,1998-08-18,ODI # 1347,http://stats.espncricinfo.com/ci/engine/match/66160.html
England,Sri Lanka,Sri Lanka,5 wickets,Lord's,http://stats.espncricinfo.com/ci/content/ground/57129.html,1998-08-20,ODI # 1348,http://stats.espncricinfo.com/ci/engine/match/66161.html
India,Pakistan,India,6 wickets,Toronto,http://stats.espncricinfo.com/ci/content/ground/56708.html,1998-09-12,ODI # 1349,http://stats.espncricinfo.com/ci/engine/match/66041.html
India,Pakistan,Pakistan,51 runs,Toronto,http://stats.espncricinfo.com/ci/content/ground/56708.html,1998-09-13,ODI # 1350,http://stats.espncricinfo.com/ci/engine/match/66042.html
India,Pakistan,Pakistan,77 runs,Toronto,http://stats.espncricinfo.com/ci/content/ground/56708.html,1998-09-16,ODI # 1351,http://stats.espncricinfo.com/ci/engine/match/66043.html
India,Pakistan,Pakistan,134 runs,Toronto,http://stats.espncricinfo.com/ci/content/ground/56708.html,1998-09-19,ODI # 1352,http://stats.espncricinfo.com/ci/engine/match/66044.html
India,Pakistan,Pakistan,5 wickets,Toronto,http://stats.espncricinfo.com/ci/content/ground/56708.html,1998-09-20,ODI # 1353,http://stats.espncricinfo.com/ci/engine/match/66045.html
Zimbabwe,India,India,8 wickets,Bulawayo,http://stats.espncricinfo.com/ci/content/ground/59537.html,1998-09-26,ODI # 1354,http://stats.espncricinfo.com/ci/engine/match/64589.html
Zimbabwe,India,India,8 wickets,Bulawayo,http://stats.espncricinfo.com/ci/content/ground/59537.html,1998-09-27,ODI # 1355,http://stats.espncricinfo.com/ci/engine/match/64590.html
Zimbabwe,India,Zimbabwe,37 runs,Harare,http://stats.espncricinfo.com/ci/content/ground/59545.html,1998-09-30,ODI # 1356,http://stats.espncricinfo.com/ci/engine/match/64591.html
New Zealand,Zimbabwe,New Zealand,5 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-24,ODI # 1357,http://stats.espncricinfo.com/ci/engine/match/66162.html
England,South Africa,South Africa,6 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-25,ODI # 1358,http://stats.espncricinfo.com/ci/engine/match/66163.html
New Zealand,Sri Lanka,Sri Lanka,5 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-26,ODI # 1359,http://stats.espncricinfo.com/ci/engine/match/66164.html
Australia,India,India,44 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-28,ODI # 1360,http://stats.espncricinfo.com/ci/engine/match/66165.html
Pakistan,West Indies,West Indies,30 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-29,ODI # 1361,http://stats.espncricinfo.com/ci/engine/match/66166.html
South Africa,Sri Lanka,South Africa,92 runs,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-30,ODI # 1362,http://stats.espncricinfo.com/ci/engine/match/66167.html
India,West Indies,West Indies,6 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-10-31,ODI # 1363,http://stats.espncricinfo.com/ci/engine/match/66168.html
South Africa,West Indies,South Africa,4 wickets,Dhaka,http://stats.espncricinfo.com/ci/content/ground/56661.html,1998-11-01,ODI # 1364,http://stats.espncricinfo.com/ci/engine/match/66169.html
Pakistan,Australia,Australia,86 runs,Karachi,http://stats.espncricinfo.com/ci/content/ground/58956.html,1998-11-06,ODI # 1365,http://stats.espncricinfo.com/ci/engine/match/64592.html
India,Sri Lanka,India,3 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-06,ODI # 1366,http://stats.espncricinfo.com/ci/engine/match/65880.html
Sri Lanka,Zimbabwe,Zimbabwe,7 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-07,ODI # 1367,http://stats.espncricinfo.com/ci/engine/match/65881.html
Pakistan,Australia,Australia,5 wickets,Peshawar,http://stats.espncricinfo.com/ci/content/ground/58988.html,1998-11-08,ODI # 1368,http://stats.espncricinfo.com/ci/engine/match/64593.html
India,Zimbabwe,India,7 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-08,ODI # 1369,http://stats.espncricinfo.com/ci/engine/match/65882.html
India,Sri Lanka,India,81 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-09,ODI # 1370,http://stats.espncricinfo.com/ci/engine/match/65883.html
Pakistan,Australia,Australia,6 wickets,Lahore,http://stats.espncricinfo.com/ci/content/ground/58967.html,1998-11-10,ODI # 1371,http://stats.espncricinfo.com/ci/engine/match/64594.html
Sri Lanka,Zimbabwe,Zimbabwe,24 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-10,ODI # 1372,http://stats.espncricinfo.com/ci/engine/match/65884.html
India,Zimbabwe,Zimbabwe,13 runs,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-11,ODI # 1373,http://stats.espncricinfo.com/ci/engine/match/65885.html
India,Zimbabwe,India,10 wickets,Sharjah,http://stats.espncricinfo.com/ci/content/ground/59392.html,1998-11-13,ODI # 1374,http://stats.espncricinfo.com/ci/engine/match/65886.html
Pakistan,Zimbabwe,Pakistan,4 wickets,Gujranwala,http://stats.espncricinfo.com/ci/content/ground/58930.html,1998-11-20,ODI # 1375,http://stats.espncricinfo.com/ci/engine/match/64595.html
Pakistan,Zimbabwe,Zimbabwe,6 wickets,Sheikhupura,http://stats.espncricinfo.com/ci/content/ground/59016.html,1998-11-22,ODI # 1376,http://stats.espncricinfo.com/ci/engine/match/64596.html
Pakistan,Zimbabwe,Pakistan,111 runs,Rawalpindi,http://stats.espncricinfo.com/ci/content/ground/59006.html,1998-11-24,ODI # 1377,http://stats.espncricinfo.com/ci/engine/match/64597.html
New Zealand,India,New Zealand,5 wickets,Taupo,http://stats.espncricinfo.com/ci/content/ground/58879.html,1999-01-09,ODI # 1378,http://stats.espncricinfo.com/ci/engine/match/64598.html
Australia,England,England,7 runs,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1999-01-10,ODI # 1379,http://stats.espncricinfo.com/ci/engine/match/65570.html
England,Sri Lanka,England,4 wickets,Brisbane,http://stats.espncricinfo.com/ci/content/ground/56336.html,1999-01-11,ODI # 1380,http://stats.espncricinfo.com/ci/engine/match/65571.html
New Zealand,India,India,2 wickets,Napier,http://stats.espncricinfo.com/ci/content/ground/58857.html,1999-01-12,ODI # 1381,http://stats.espncricinfo.com/ci/engine/match/64599.html
Australia,Sri Lanka,Australia,8 wickets,Sydney,http://stats.espncricinfo.com/ci/content/ground/56544.html,1999-01-13,ODI # 1382,http://stats.espncricinfo.com/ci/engine/match/65572.html
Australia,England,Australia,9 wickets,Melbourne,http://stats.espncricinfo.com/ci/content/ground/56441.html,1999-01-15,ODI # 1384,http://stats.espncricinfo.com/ci/engine/match/65573.html
New Zealand,India,India,5 wickets,Auckland,http://stats.espncricinfo.com/ci/content/ground/58792.html,1999-01-16,ODI # 1385,http://stats.espncricinfo.com/ci/engine/match/64601.html
